,RowID,Molecule name,Original_SMILES,Number of connected components,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,Salt_Solvent_ID,MACE_opt_Charge_P,DFT_opt_Charge_P,SMILES_Charge_P
193,212,Molecule_212,CC1(C)CCCC1P(O)(=O)F,1,CC1(C)CCCC1P(O)(=O)F,InChI=1S/C7H14FO2P/c1-7(2)5-3-4-6(7)11(89)10/h6H3-5H21-2H3(H910),PCXHNNZZDDHMEB-UHFFFAOYSA-N,,0,0.478448,0.477767,0.494602
194,213,Molecule_213,CC1(CCC2CC12)P(O)(=O)F,1,CC1(CCC2CC12)P(O)(=O)F,InChI=1S/C7H12FO2P/c1-7(11(89)10)3-2-5-4-6(5)7/h5-6H2-4H21H3(H910),AYFWFHJGMSGZSJ-UHFFFAOYSA-N,,0,0.470782,0.470367,0.489095
196,215,Molecule_215,OP(=O)(F)CCCCC=C1CC1,1,OP(=O)(F)CCCCC=C1CC1,InChI=1S/C8H14FO2P/c9-12(1011)7-3-1-2-4-8-5-6-8/h4H1-35-7H2(H1011),QCTDUQNLNHFSER-UHFFFAOYSA-N,,0,0.476665,0.477665,0.486119
197,216,Molecule_216,CC1CCC2(CC21)P(O)(=O)F,1,CC1CCC2(CC21)P(O)(=O)F,InChI=1S/C7H12FO2P/c1-5-2-3-7(4-6(5)7)11(89)10/h5-6H2-4H21H3(H910),KZUZSVJJWMBTAC-UHFFFAOYSA-N,,0,0.394253,0.465231,0.452107
198,217,Molecule_217,OP(=O)(F)C12CC=CCCC1C2,1,OP(=O)(F)C12CC=CCCC1C2,InChI=1S/C8H12FO2P/c9-12(1011)8-5-3-1-2-4-7(8)6-8/h137H24-6H2(H1011),LURZCDPYNQJEDZ-UHFFFAOYSA-N,,0,0.468806,0.468798,0.494611
199,218,Molecule_218,OP(=O)(F)C1C2CC1C1CC12,1,OP(=O)(F)C1C2CC1C1CC12,InChI=1S/C7H10FO2P/c8-11(910)7-5-2-6(7)4-1-3(4)5/h3-7H1-2H2(H910),IAZWPCMQURMSDN-UHFFFAOYSA-N,,0,0.471159,0.471818,0.486623
200,219,Molecule_219,OP(=O)(F)CCC1CC21CC2,1,OP(=O)(F)CCC1CC21CC2,InChI=1S/C7H12FO2P/c8-11(910)4-1-6-5-7(6)2-3-7/h6H1-5H2(H910),NOZRSUBNYFVSDZ-UHFFFAOYSA-N,,0,0.47843,0.477489,0.487477
201,220,Molecule_220,CC1C2CC21CCP(O)(=O)F,1,CC1C2CC21CCP(O)(=O)F,InChI=1S/C7H12FO2P/c1-5-6-4-7(56)2-3-11(89)10/h5-6H2-4H21H3(H910),JTVDWDWYKAWLPU-UHFFFAOYSA-N,,0,0.482195,0.480556,0.48932
202,221,Molecule_221,CC1(CCP(O)(=O)F)CCCCC1,1,CC1(CCP(O)(=O)F)CCCCC1,InChI=1S/C9H18FO2P/c1-9(5-3-2-4-6-9)7-8-13(1011)12/h2-8H21H3(H1112),KJXIQFFFBALVLL-UHFFFAOYSA-N,,0,0.478426,0.47698,0.497658
204,223,Molecule_223,OP(=O)(F)CCC1CC2CC1CC2,1,OP(=O)(F)CCC1CC2CC1CC2,InChI=1S/C9H16FO2P/c10-13(1112)4-3-9-6-7-1-2-8(9)5-7/h7-9H1-6H2(H1112),GUKVXPXGMWYWLP-UHFFFAOYSA-N,,0,0.476384,0.476984,0.485411
205,224,Molecule_224,OP(=O)(F)C12CC3C1CCC23,1,OP(=O)(F)C12CC3C1CCC23,InChI=1S/C7H10FO2P/c8-11(910)7-3-4-5(7)1-2-6(4)7/h4-6H1-3H2(H910),XRFJFSYSOFZLFV-UHFFFAOYSA-N,,0,0.472203,0.470921,0.495039
206,225,Molecule_225,CC1CCC1OP(C)(=O)F,1,CC1CCC1OP(C)(=O)F,InChI=1S/C6H12FO2P/c1-5-3-4-6(5)9-10(27)8/h5-6H3-4H21-2H3,NQVYCPSVEHXSOQ-UHFFFAOYSA-N,,0,0.473012,0.478805,0.496195
207,226,Molecule_226,CC1=CCCC1OP(C)(=O)F,1,CC1=CCCC1OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-6-4-3-5-7(6)10-11(28)9/h47H35H21-2H3,VAJIQWUSKSVVIS-UHFFFAOYSA-N,,0,0.475307,0.475874,0.497706
208,227,Molecule_227,CP(=O)(F)OC12CC1CC2,1,CP(=O)(F)OC12CC1CC2,InChI=1S/C6H10FO2P/c1-10(78)9-6-3-2-5(6)4-6/h5H2-4H21H3,PDTRTRPIBQSZPC-UHFFFAOYSA-N,,0,0.48172,0.479944,0.487041
209,228,Molecule_228,CCC1CC1=COP(C)(=O)F,1,CCC1CC1=COP(C)(=O)F,InChI=1S/C7H12FO2P/c1-3-6-4-7(6)5-10-11(28)9/h5-6H3-4H21-2H3,YODVBTIXJZHJNB-UHFFFAOYSA-N,,0,0.486242,,0.502062
210,229,Molecule_229,CP(=O)(F)OC1CC2CC1CC2,1,CP(=O)(F)OC1CC2CC1CC2,InChI=1S/C8H14FO2P/c1-12(910)11-8-5-6-2-3-7(8)4-6/h6-8H2-5H21H3,IRNWWIZIHZLMSV-UHFFFAOYSA-N,,0,0.478222,0.478062,0.503031
211,230,Molecule_230,CP(=O)(F)OCC1C2CC12,1,CP(=O)(F)OCC1C2CC12,InChI=1S/C6H10FO2P/c1-10(78)9-3-6-4-2-5(4)6/h4-6H2-3H21H3,ZWEVNTFCTSQEFE-UHFFFAOYSA-N,,0,0.476828,0.475689,0.494804
212,231,Molecule_231,CC1CC1(C)OP(C)(=O)F,1,CC1CC1(C)OP(C)(=O)F,InChI=1S/C6H12FO2P/c1-5-4-6(52)9-10(37)8/h5H4H21-3H3,IIRJJCAQVAMKSK-UHFFFAOYSA-N,,0,0.480658,0.481283,0.50431
213,232,Molecule_232,CC1C2CC12OP(C)(=O)F,1,CC1C2CC12OP(C)(=O)F,InChI=1S/C6H10FO2P/c1-4-5-3-6(45)9-10(27)8/h4-5H3H21-2H3,VFTDZBVPRMDJSR-UHFFFAOYSA-N,,0,0.485147,0.481257,0.503554
214,233,Molecule_233,CCC=C1CC1OP(C)(=O)F,1,CCC=C1CC1OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-3-4-6-5-7(6)10-11(28)9/h47H35H21-2H3,OJYILSOYVSZAFW-UHFFFAOYSA-N,,0,0.476615,0.478129,0.493138
215,234,Molecule_234,CP(=O)(F)OC1=CC2CC1=2,1,CP(=O)(F)OC1=CC2CC1=2,InChI=1S/C6H6FO2P/c1-10(78)9-6-3-4-2-5(4)6/h3H2H21H3,JVKXDZMRIRJWJX-UHFFFAOYSA-N,,0,0.489224,0.500691,0.513202
216,235,Molecule_235,CP(=O)(F)OC1CC21CC2,1,CP(=O)(F)OC1CC21CC2,InChI=1S/C6H10FO2P/c1-10(78)9-5-4-6(5)2-3-6/h5H2-4H21H3,KLBVFMZAPQZIAV-UHFFFAOYSA-N,,0,0.476981,0.479645,0.495348
218,237,Molecule_237,CP(=O)(F)OC1CC2CC21,1,CP(=O)(F)OC1CC2CC21,InChI=1S/C6H10FO2P/c1-10(78)9-6-3-4-2-5(4)6/h4-6H2-3H21H3,HPGGNDYXBCKZBE-UHFFFAOYSA-N,,0,0.482073,0.477721,0.504221
219,238,Molecule_238,CCC=C(C)C=COP(C)(=O)F,1,CCC=C(C)C=COP(C)(=O)F,InChI=1S/C8H14FO2P/c1-4-5-8(2)6-7-11-12(39)10/h5-7H4H21-3H3,CRAPFKHWZZNHQD-UHFFFAOYSA-N,,0,0.484508,0.484643,0.507072
220,239,Molecule_239,CC12CC1CCC2OP(C)(=O)F,1,CC12CC1CCC2OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-8-5-6(8)3-4-7(8)11-12(29)10/h6-7H3-5H21-2H3,FTTUQAXZLXEYCH-UHFFFAOYSA-N,,0,0.47469,0.477781,0.500154
221,240,Molecule_240,CP(=O)(F)OCC=CC1CC1,1,CP(=O)(F)OCC=CC1CC1,InChI=1S/C7H12FO2P/c1-11(89)10-6-2-3-7-4-5-7/h2-37H4-6H21H3,OJNAQCQIVVHSKF-UHFFFAOYSA-N,,0,0.473658,0.475217,0.494852
222,241,Molecule_241,CC1(CC1C=C)OP(C)(=O)F,1,CC1(CC1C=C)OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-4-6-5-7(62)10-11(38)9/h46H15H22-3H3,UURVDCAYIJMALE-UHFFFAOYSA-N,,0,0.477268,0.479232,0.493135
223,242,Molecule_242,CP(=O)(F)OC1CC2CCC2C1,1,CP(=O)(F)OC1CC2CCC2C1,InChI=1S/C8H14FO2P/c1-12(910)11-8-4-6-2-3-7(6)5-8/h6-8H2-5H21H3,VBRKCIVALSKYKJ-UHFFFAOYSA-N,,0,0.471374,0.472017,0.484388
225,244,Molecule_244,CP(=O)(F)OC1CCC=CC=C1,1,CP(=O)(F)OC1CCC=CC=C1,InChI=1S/C8H12FO2P/c1-12(910)11-8-6-4-2-3-5-7-8/h2-468H57H21H3,JCVFEDBLZBQQBC-UHFFFAOYSA-N,,0,0.473198,0.478616,0.497657
226,245,Molecule_245,CP(=O)(F)OC1C2C3C1C32,1,CP(=O)(F)OC1C2C3C1C32,InChI=1S/C6H8FO2P/c1-10(78)9-6-4-2-3(4)5(2)6/h2-6H1H3,HUCKWUXRQUVIOH-UHFFFAOYSA-N,,0,0.479879,0.475285,0.497921
227,246,Molecule_246,CP(=O)(F)OCC1CC2CC2C1,1,CP(=O)(F)OCC1CC2CC2C1,InChI=1S/C8H14FO2P/c1-12(910)11-5-6-2-7-4-8(7)3-6/h6-8H2-5H21H3,TXXBEIYAUGXPBT-UHFFFAOYSA-N,,0,0.474237,0.475561,0.499267
229,248,Molecule_248,CC1CC(C=C1)OP(C)(=O)F,1,CC1CC(C=C1)OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-6-3-4-7(5-6)10-11(28)9/h3-46-7H5H21-2H3,USNKMHJLNSBSLG-UHFFFAOYSA-N,,0,0.472794,0.472728,0.499307
230,249,Molecule_249,CP(=O)(F)OC1CC2CC2CC1,1,CP(=O)(F)OC1CC2CC2CC1,InChI=1S/C8H14FO2P/c1-12(910)11-8-3-2-6-4-7(6)5-8/h6-8H2-5H21H3,CIQBJQYRAIXXLX-UHFFFAOYSA-N,,0,0.473035,0.472142,0.484721
231,250,Molecule_250,CC12CC1CC2OP(C)(=O)F,1,CC12CC1CC2OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-7-4-5(7)3-6(7)10-11(28)9/h5-6H3-4H21-2H3,NSYMYQWIJOFINX-UHFFFAOYSA-N,,0,0.478684,0.478986,0.493516
232,251,Molecule_251,CCCC1(C)CC1OP(C)(=O)F,1,CCCC1(C)CC1OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-4-5-8(2)6-7(8)11-12(39)10/h7H4-6H21-3H3,PJOPTCRVNHPVBA-UHFFFAOYSA-N,,0,0.483152,0.481246,0.504516
233,252,Molecule_252,CC(C)C(C)=COP(C)(=O)F,1,CC(C)C(C)=COP(C)(=O)F,InChI=1S/C7H14FO2P/c1-6(2)7(3)5-10-11(48)9/h5-6H1-4H3,URASOMOVFFGNBD-UHFFFAOYSA-N,,0,0.479149,0.483725,0.508765
235,254,Molecule_254,CP(=O)(F)OC1CC=CC=CC1,1,CP(=O)(F)OC1CC=CC=CC1,InChI=1S/C8H12FO2P/c1-12(910)11-8-6-4-2-3-5-7-8/h2-58H6-7H21H3,CVTPBYDLGYMWGT-UHFFFAOYSA-N,,0,0.476754,0.475853,0.502828
237,256,Molecule_256,CC1CCCC(C1)OP(C)(=O)F,1,CC1CCCC(C1)OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-7-4-3-5-8(6-7)11-12(29)10/h7-8H3-6H21-2H3,JWDDOQJAIZHJGJ-UHFFFAOYSA-N,,0,0.469577,0.475397,0.492241
238,257,Molecule_257,CC12CC1C2OP(C)(=O)F,1,CC12CC1C2OP(C)(=O)F,InChI=1S/C6H10FO2P/c1-6-3-4(6)5(6)9-10(27)8/h4-5H3H21-2H3,HDDXSNKAFNJJRT-UHFFFAOYSA-N,,0,0.475513,0.475044,0.514515
239,258,Molecule_258,CP(=O)(F)OC1C2CC1CCC2,1,CP(=O)(F)OC1C2CC1CCC2,InChI=1S/C8H14FO2P/c1-12(910)11-8-6-3-2-4-7(8)5-6/h6-8H2-5H21H3,CWLCHALONRFTPQ-UHFFFAOYSA-N,,0,0.478875,0.479127,0.501343
240,259,Molecule_259,CP(=O)(F)OC1CC2CC2C1,1,CP(=O)(F)OC1CC2CC2C1,InChI=1S/C7H12FO2P/c1-11(89)10-7-3-5-2-6(5)4-7/h5-7H2-4H21H3,ZDIBTFNBLDWEKD-UHFFFAOYSA-N,,0,0.475183,0.476897,0.493574
241,260,Molecule_260,CC1C2CC2CC1OP(C)(=O)F,1,CC1C2CC2CC1OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-5-7-3-6(7)4-8(5)11-12(29)10/h5-8H3-4H21-2H3,JQKMAWQYAUHURN-UHFFFAOYSA-N,,0,0.482679,0.47916,0.508244
242,261,Molecule_261,CP(=O)(F)OC1C2CCC21,1,CP(=O)(F)OC1C2CCC21,InChI=1S/C6H10FO2P/c1-10(78)9-6-4-2-3-5(4)6/h4-6H2-3H21H3,IWXNNWOEZIDHGD-UHFFFAOYSA-N,,0,0.483643,0.480728,0.514242
243,262,Molecule_262,CCCCC1CC1OP(C)(=O)F,1,CCCCC1CC1OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-3-4-5-7-6-8(7)11-12(29)10/h7-8H3-6H21-2H3,CQLMWNRNTCHJNK-UHFFFAOYSA-N,,0,0.483914,0.4841,0.50139
244,263,Molecule_263,CP(=O)(F)OC1CC1CC1CC1,1,CP(=O)(F)OC1CC1CC1CC1,InChI=1S/C8H14FO2P/c1-12(910)11-8-5-7(8)4-6-2-3-6/h6-8H2-5H21H3,ABIIFQUHCQEIOP-UHFFFAOYSA-N,,0,0.476846,0.47791,0.489628
245,264,Molecule_264,CC=C1CCC1OP(C)(=O)F,1,CC=C1CCC1OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-3-6-4-5-7(6)10-11(28)9/h37H4-5H21-2H3,DPDCRAIJOMFCHA-UHFFFAOYSA-N,,0,0.475463,0.479044,0.495842
246,265,Molecule_265,CC=CC1CC1OP(C)(=O)F,1,CC=CC1CC1OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-3-4-6-5-7(6)10-11(28)9/h3-46-7H5H21-2H3,YYNJAULDNBBLET-UHFFFAOYSA-N,,0,0.481612,0.480179,0.508587
247,266,Molecule_266,CP(=O)(F)OC1CC2CCCCC21,1,CP(=O)(F)OC1CC2CCCCC21,InChI=1S/C9H16FO2P/c1-13(1011)12-9-6-7-4-2-3-5-8(7)9/h7-9H2-6H21H3,GXYQDBPBTKQZEO-UHFFFAOYSA-N,,0,0.473185,0.474783,0.488545
248,267,Molecule_267,CP(=O)(F)OC1CCC2CC21,1,CP(=O)(F)OC1CCC2CC21,InChI=1S/C7H12FO2P/c1-11(89)10-7-3-2-5-4-6(5)7/h5-7H2-4H21H3,JXVOOKWQIJBOGJ-UHFFFAOYSA-N,,0,0.473825,0.472967,0.488491
249,268,Molecule_268,CC12C3C(OP(C)(=O)F)C1C23,1,CC12C3C(OP(C)(=O)F)C1C23,InChI=1S/C7H10FO2P/c1-7-3-4(7)6(5(3)7)10-11(28)9/h3-6H1-2H3,FDDYKWOKBXKGMI-UHFFFAOYSA-N,,0,0.475265,0.473748,0.490876
250,269,Molecule_269,CCC1C2CC21OP(C)(=O)F,1,CCC1C2CC21OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-3-5-6-4-7(56)10-11(28)9/h5-6H3-4H21-2H3,HANOOJLFEMNGHJ-UHFFFAOYSA-N,,0,0.485756,0.482782,0.493211
251,270,Molecule_270,CP(=O)(F)OC1CC21CCC2,1,CP(=O)(F)OC1CC21CCC2,InChI=1S/C7H12FO2P/c1-11(89)10-6-5-7(6)3-2-4-7/h6H2-5H21H3,PIRBJYJMKAWTOA-UHFFFAOYSA-N,,0,0.480717,0.478774,0.497358
252,271,Molecule_271,CP(=O)(F)OC1CCC21CC2,1,CP(=O)(F)OC1CCC21CC2,InChI=1S/C7H12FO2P/c1-11(89)10-6-2-3-7(6)4-5-7/h6H2-5H21H3,IOGJKEUNYCGYSZ-UHFFFAOYSA-N,,0,0.479908,0.480518,0.501342
253,272,Molecule_272,CC1CCC(C=C1)OP(C)(=O)F,1,CC1CCC(C=C1)OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-7-3-5-8(6-4-7)11-12(29)10/h357-8H46H21-2H3,WHEDGYLCCVJRDW-UHFFFAOYSA-N,,0,0.472875,0.473219,0.490071
254,273,Molecule_273,CP(=O)(F)OC=CC=C1CC1,1,CP(=O)(F)OC=CC=C1CC1,InChI=1S/C7H10FO2P/c1-11(89)10-6-2-3-7-4-5-7/h2-36H4-5H21H3,GZYOSRPZFXPESV-UHFFFAOYSA-N,,0,0.484641,0.489775,0.510013
255,274,Molecule_274,CP(=O)(F)OC1C=CCC2CC21,1,CP(=O)(F)OC1C=CCC2CC21,InChI=1S/C8H12FO2P/c1-12(910)11-8-4-2-3-6-5-7(6)8/h246-8H35H21H3,ZADIXQKSVBBCDB-UHFFFAOYSA-N,,0,0.473029,0.472436,0.491386
257,276,Molecule_276,CP(=O)(F)OC1=CCC=CC=C1,1,CP(=O)(F)OC1=CCC=CC=C1,InChI=1S/C8H10FO2P/c1-12(910)11-8-6-4-2-3-5-7-8/h2-46-7H5H21H3,PWKPYECVQJVBCH-UHFFFAOYSA-N,,0,0.47988,0.481105,0.492494
258,277,Molecule_277,CCCC1CC1=COP(C)(=O)F,1,CCCC1CC1=COP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-4-7-5-8(7)6-11-12(29)10/h6-7H3-5H21-2H3,AHLYUHNJDKPRGB-UHFFFAOYSA-N,,0,0.488738,0.488773,0.500264
259,278,Molecule_278,CC1(C)CCC1OP(C)(=O)F,1,CC1(C)CCC1OP(C)(=O)F,InChI=1S/C7H14FO2P/c1-7(2)5-4-6(7)10-11(38)9/h6H4-5H21-3H3,PWCTWZZVVUVJBB-UHFFFAOYSA-N,,0,0.477235,0.476045,0.502319
260,279,Molecule_279,CC1C2CCC12OP(C)(=O)F,1,CC1C2CCC12OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-5-6-3-4-7(56)10-11(28)9/h5-6H3-4H21-2H3,PLSOZCOIQKNQIO-UHFFFAOYSA-N,,0,0.480289,0.481867,0.496221
261,280,Molecule_280,CP(=O)(F)OC12CC1CCC2,1,CP(=O)(F)OC12CC1CCC2,InChI=1S/C7H12FO2P/c1-11(89)10-7-4-2-3-6(7)5-7/h6H2-5H21H3,DZXYXJKLURSNJL-UHFFFAOYSA-N,,0,0.475697,0.473565,0.486229
262,281,Molecule_281,CP(=O)(F)OC1CC2CCC21,1,CP(=O)(F)OC1CC2CCC21,InChI=1S/C7H12FO2P/c1-11(89)10-7-4-5-2-3-6(5)7/h5-7H2-4H21H3,DHYXMGCUPVEWKI-UHFFFAOYSA-N,,0,0.474694,0.476584,0.481271
263,282,Molecule_282,CC1C2CCC2CC1OP(C)(=O)F,1,CC1C2CCC2CC1OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-6-8-4-3-7(8)5-9(6)12-13(210)11/h6-9H3-5H21-2H3,GWNIYYCHSKCADV-UHFFFAOYSA-N,,0,0.476246,0.476543,0.486634
265,284,Molecule_284,CP(=O)(F)OC1CC21CCC=C2,1,CP(=O)(F)OC1CC21CCC=C2,InChI=1S/C8H12FO2P/c1-12(910)11-7-6-8(7)4-2-3-5-8/h247H35-6H21H3,FTERSVIKEUQWRR-UHFFFAOYSA-N,,0,0.477409,0.482532,0.50165
266,285,Molecule_285,CC=CC1CCC1OP(C)(=O)F,1,CC=CC1CCC1OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-4-7-5-6-8(7)11-12(29)10/h3-47-8H5-6H21-2H3,RNHQMJJDSFDPBI-UHFFFAOYSA-N,,0,0.477839,0.479223,0.497127
267,286,Molecule_286,CP(=O)(F)OC1C2CC=CCC21,1,CP(=O)(F)OC1C2CC=CCC21,InChI=1S/C8H12FO2P/c1-12(910)11-8-6-4-2-3-5-7(6)8/h2-36-8H4-5H21H3,HCDKHUCRAXCVPQ-UHFFFAOYSA-N,,0,0.478622,0.479629,0.4911
268,287,Molecule_287,CC1CC21CC2OP(C)(=O)F,1,CC1CC21CC2OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-5-3-7(5)4-6(7)10-11(28)9/h5-6H3-4H21-2H3,AJZTWKCMFCWTOC-UHFFFAOYSA-N,,0,0.477278,0.483597,0.498973
269,288,Molecule_288,CC1CC2CC12OP(C)(=O)F,1,CC1CC2CC12OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-5-3-6-4-7(56)10-11(28)9/h5-6H3-4H21-2H3,MPSXXLFUACKTAL-UHFFFAOYSA-N,,0,0.484131,0.483065,0.499893
270,289,Molecule_289,CCC1CC1(C)OP(C)(=O)F,1,CCC1CC1(C)OP(C)(=O)F,InChI=1S/C7H14FO2P/c1-4-6-5-7(62)10-11(38)9/h6H4-5H21-3H3,VXPAFEGLBDRASO-UHFFFAOYSA-N,,0,0.475003,0.475464,0.487937
271,290,Molecule_290,CC1C2C1CC2OP(C)(=O)F,1,CC1C2C1CC2OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-4-5-3-6(7(4)5)10-11(28)9/h4-7H3H21-2H3,PUJWCJXYAMPVLI-UHFFFAOYSA-N,,0,0.479509,0.479064,0.500509
272,291,Molecule_291,CP(=O)(F)OC1CC=CCCC1,1,CP(=O)(F)OC1CC=CCCC1,InChI=1S/C8H14FO2P/c1-12(910)11-8-6-4-2-3-5-7-8/h248H35-7H21H3,PLZMYDBVTPFVQZ-UHFFFAOYSA-N,,0,0.47714,0.475995,0.495247
273,292,Molecule_292,CC=CCC1CC1OP(C)(=O)F,1,CC=CCC1CC1OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-4-5-7-6-8(7)11-12(29)10/h3-47-8H5-6H21-2H3,VYNWYSXUQAPNMD-UHFFFAOYSA-N,,0,0.476491,0.479035,0.490504
274,293,Molecule_293,CP(=O)(F)OC12CCC1CC2,1,CP(=O)(F)OC12CCC1CC2,InChI=1S/C7H12FO2P/c1-11(89)10-7-4-2-6(7)3-5-7/h6H2-5H21H3,NFBZBZWARQWJNG-UHFFFAOYSA-N,,0,0.4775,0.480511,0.488318
275,294,Molecule_294,CP(=O)(F)OC12CC3C1CC23,1,CP(=O)(F)OC12CC3C1CC23,InChI=1S/C7H10FO2P/c1-11(89)10-7-3-4-5(7)2-6(4)7/h4-6H2-3H21H3,WUQLERLGVNPCTN-UHFFFAOYSA-N,,0,0.481471,0.480681,0.43929
